Actual,Predicted,P_LOW,P_MODERATE,P_HIGH
MODERATE,MODERATE,0.00038744605807155825,0.9940776638770923,0.00553489006483627
HIGH,HIGH,6.810080155562225e-05,0.11666514577582514,0.8832667534226193
HIGH,HIGH,0.00011353948446334458,0.13244253485422727,0.8674439256613095
MODERATE,MODERATE,0.12438273709114524,0.80553198741361,0.0700852754952449
LOW,LOW,0.8299797933353572,0.16993884522551694,8.13614391258881e-05
LOW,LOW,0.9225805215704219,0.0773881438245917,3.1334604986475754e-05
LOW,LOW,0.9990280314150445,0.0009715951306021902,3.734543532276656e-07
LOW,LOW,0.9076685171610231,0.0923126778067168,1.8805032259883e-05
LOW,LOW,0.645545706834719,0.2523583338752612,0.10209595929001981
LOW,LOW,0.9682093513098584,0.031497306246129224,0.00029334244401233746
LOW,LOW,0.4848883926414095,0.45350126340579106,0.061610343952799455
LOW,LOW,0.8847407637586245,0.1152235180801958,3.571816117957161e-05
LOW,LOW,0.935414097379437,0.06456447557744587,2.1427043117155747e-05
LOW,LOW,0.9771045985993179,0.022864022390360332,3.1379010321686565e-05
LOW,LOW,0.9993027653684308,0.0006971935429459292,4.108862338591302e-08
LOW,LOW,0.9972369583210663,0.0027622724955871014,7.691833465659299e-07
LOW,LOW,0.9980323798489252,0.0019676031316570495,1.7019417772669184e-08
LOW,LOW,0.9982371555685614,0.001761498273592078,1.3461578464676802e-06
LOW,LOW,0.9742327066199431,0.02576000066693576,7.292713121063108e-06
LOW,LOW,0.9912114733728452,0.008788128142588936,3.984845660367352e-07
LOW,LOW,0.9974828222654557,0.002516453387033602,7.243475107683522e-07
LOW,LOW,0.9952185175043237,0.004780464062350263,1.0184333259705254e-06
LOW,LOW,0.9508198453000594,0.049027300289816715,0.0001528544101239986
LOW,LOW,0.9974375482259733,0.0025621266630373955,3.251109893120052e-07
LOW,LOW,0.9954075821610892,0.004590664379550783,1.7534593599442828e-06
LOW,LOW,0.9978027948562685,0.0021932769528545818,3.9281908767894875e-06
LOW,LOW,0.9941334193563383,0.005863173480500184,3.407163161734668e-06
LOW,LOW,0.978332525334837,0.021666625084952734,8.495802103164285e-07
LOW,LOW,0.9978027948562685,0.0021932769528545818,3.9281908767894875e-06
LOW,LOW,0.9816893166011517,0.018304165538645785,6.517860202559816e-06
LOW,LOW,0.8751050530903318,0.12488460519679669,1.0341712871482934e-05
LOW,LOW,0.9973216461018071,0.0026723225577343526,6.031340458531971e-06
LOW,LOW,0.9124274060541838,0.08757040464896543,2.1892968507892024e-06
LOW,LOW,0.9967943382098331,0.003200976039973936,4.685750192965986e-06
MODERATE,MODERATE,0.058509853976559716,0.9410893168130875,0.0004008292103529536
MODERATE,MODERATE,0.013170867967749527,0.9639882286077992,0.022840903424451435
MODERATE,MODERATE,0.04123558681650467,0.9554412140506534,0.003323199132841911
MODERATE,MODERATE,0.022747969402759707,0.9735856478320029,0.003666382765237439
MODERATE,MODERATE,0.06497532155862937,0.8951259343185154,0.039898744122855205
LOW,LOW,0.9941334193563383,0.005863173480500184,3.407163161734668e-06
MODERATE,MODERATE,0.0003199682586957296,0.9948582099959968,0.004821821745307588
MODERATE,MODERATE,0.04128332713149097,0.9584594336018379,0.0002572392666710198
MODERATE,MODERATE,0.0023605703809513007,0.991974568891666,0.005664860727382681
MODERATE,MODERATE,0.04988312119348054,0.9460107877880528,0.0041060910184666545
MODERATE,MODERATE,0.04311038983558827,0.9512624488556427,0.005627161308769035
MODERATE,MODERATE,0.01147780677530936,0.9707373370672432,0.017784856157447477
MODERATE,MODERATE,0.06814247565644217,0.9270413211006157,0.0048162032429420396
MODERATE,MODERATE,0.06911820500682993,0.9240378461593982,0.006843948833771724
MODERATE,MODERATE,0.046947922410470126,0.9127968184258969,0.04025525916363313
MODERATE,MODERATE,0.00016365259588974166,0.9968629709037565,0.0029733765003538775
LOW,LOW,0.9787956176680207,0.021203672114355417,7.102176238758195e-07
MODERATE,MODERATE,0.038898979173024824,0.9607876785272225,0.00031334229975282015
MODERATE,MODERATE,0.003960388111022268,0.9876216056928018,0.008418006196176093
MODERATE,MODERATE,0.00747783117483505,0.9783070983716065,0.014215070453558333
MODERATE,MODERATE,0.059122583450669175,0.935981925635098,0.004895490914232865
MODERATE,MODERATE,0.02456720623381249,0.9715548870986256,0.0038779066675618734
MODERATE,MODERATE,0.055724542543718975,0.9438854529962495,0.0003900044600315635
MODERATE,MODERATE,0.006208043639045242,0.9809864352919211,0.01280552106903369
HIGH,HIGH,2.86531131636466e-06,0.053407379562391485,0.9465897551262922
HIGH,HIGH,3.013334685822684e-06,0.01138909367536845,0.9886078929899457
HIGH,HIGH,1.1383259638494038e-06,0.06458635481766663,0.9354125068563696
LOW,LOW,0.9816893166011517,0.018304165538645785,6.517860202559816e-06
HIGH,HIGH,0.002198076076030348,0.06877069524603983,0.9290312286779298
HIGH,HIGH,0.0005509073116151101,0.05997195560038795,0.9394771370879968
HIGH,HIGH,0.0016837228875204808,0.04720442961132365,0.9511118475011558
HIGH,HIGH,2.5588198989814768e-05,0.04446629347440097,0.9555081183266093
HIGH,HIGH,1.588823754621575e-05,0.015708035215723237,0.9842760765467304
HIGH,HIGH,5.3705248801449915e-09,0.0011038283599540837,0.998896166269521
HIGH,HIGH,4.218131995873195e-06,0.02333192178491522,0.9766638600830888
HIGH,HIGH,3.2749017644930225e-06,0.0059754024835891205,0.9940213226146464
HIGH,HIGH,0.0004990365333430051,0.05639931352562502,0.9431016499410321
HIGH,HIGH,0.0023706128755149568,0.03147701804895425,0.9661523690755307
LOW,LOW,0.8941549847588453,0.1058339595209509,1.1055720203882787e-05
HIGH,HIGH,0.00022644067809418666,0.03067920218389544,0.9690943571380104
HIGH,HIGH,0.0010981685605665535,0.013540067990336451,0.985361763449097
HIGH,HIGH,2.3686164457154526e-05,0.026718414979793645,0.9732578988557493
HIGH,HIGH,9.89884674755577e-06,0.01055888366941353,0.989431217483839
HIGH,HIGH,5.676670247948119e-09,0.0009484415935198944,0.9990515527298099
HIGH,HIGH,3.7683699544566264e-06,0.03615554249414508,0.9638406891359005
HIGH,HIGH,2.538743731729671e-06,0.011766390524542961,0.9882310707317253
HIGH,HIGH,0.0007501185987036148,0.02898412235896989,0.9702657590423264
HIGH,HIGH,0.0021883706530561476,0.025842202437333674,0.9719694269096101
HIGH,HIGH,0.00023304976614991148,0.02868241237936066,0.9710845378544894
HIGH,HIGH,3.1404159832153985e-06,0.04422450630047911,0.9557723532835377
LOW,LOW,0.9971704397934901,0.002823769773898724,5.790432611220097e-06
HIGH,HIGH,0.001075668617224024,0.007135219907414287,0.9917891114753616
HIGH,HIGH,1.066374356402258e-05,0.01119709020235014,0.9887922460540859
HIGH,HIGH,0.0005302868167962371,0.0494546447373473,0.9500150684458565
LOW,LOW,0.8243002269588732,0.1756202580904845,7.951495064216664e-05
LOW,LOW,0.9292616046991272,0.07069425173291986,4.414356795303263e-05
MODERATE,MODERATE,0.3991421263376952,0.4786290521659905,0.12222882149631414
MODERATE,MODERATE,0.13617557819866835,0.8635974793522704,0.00022694244906121047
HIGH,HIGH,3.112307259692556e-06,0.03108824062781772,0.9689086470649226
HIGH,HIGH,2.05624952852846e-06,0.023892005574327916,0.9761059381761434
MODERATE,MODERATE,0.0015100919971549993,0.6467002449643586,0.35178966303848624
LOW,LOW,0.9142231871986798,0.085774674903478,2.1378978423878254e-06
LOW,LOW,0.918261855034849,0.08171906061754565,1.9084347605458773e-05
MODERATE,MODERATE,0.2982781562545827,0.455271331701675,0.2464505120437423
MODERATE,MODERATE,0.17572212729945552,0.8234787980597803,0.0007990746407643343
HIGH,HIGH,1.4150756540863495e-05,0.015839838825777622,0.9841460104176816
HIGH,HIGH,8.257695975969866e-09,0.0011976829371911875,0.9988023088051129
MODERATE,MODERATE,0.026223380795114548,0.9424753840126451,0.03130123519224028
HIGH,HIGH,0.004048590310031767,0.022537033772480067,0.9734143759174881
HIGH,HIGH,0.0004179184827053081,0.09036923348155798,0.9092128480357368
HIGH,HIGH,0.0013842009121123463,0.07999941937050681,0.9186163797173809
HIGH,HIGH,3.374538360383062e-05,0.03636843727065663,0.9635978173457396
LOW,LOW,0.9961544096848327,0.0038406883871413334,4.901928025909391e-06
MODERATE,MODERATE,0.002018334696954736,0.9929387611574427,0.005042904145602627
MODERATE,MODERATE,0.05957066748078759,0.9360468091556751,0.004382523363537191
MODERATE,MODERATE,0.090499980422758,0.9017432069456123,0.0077568126316298275
HIGH,HIGH,1.4875939946033233e-06,0.04057905263327536,0.9594194597727299
MODERATE,MODERATE,0.00030639493545075964,0.9966260244296042,0.003067580634944978
HIGH,HIGH,7.387316930723466e-05,0.16773745524693978,0.832188671583753
HIGH,HIGH,0.00012769247974492933,0.10860124600102522,0.8912710615192297
MODERATE,MODERATE,0.12438273709114524,0.80553198741361,0.0700852754952449
LOW,LOW,0.8290533741684596,0.17088294038538662,6.368544615393351e-05
LOW,LOW,0.9249569291086917,0.0750066104083276,3.646048298082078e-05
MODERATE,MODERATE,0.05038486039075711,0.9492656974019371,0.000349442207305709
LOW,LOW,0.9082855564456445,0.09169498899693113,1.9454557424454587e-05
LOW,LOW,0.7305452216423964,0.18667633461328467,0.08277844374431893
LOW,LOW,0.9682093513098584,0.031497306246129224,0.00029334244401233746
LOW,LOW,0.5325724588031137,0.3891428089906103,0.07828473220627605
LOW,LOW,0.8883398988064922,0.11161836931158137,4.173188192637003e-05
LOW,LOW,0.9399883419846544,0.059988410609130544,2.3247406215035204e-05
LOW,LOW,0.9771045985993179,0.022864022390360332,3.1379010321686565e-05
LOW,LOW,0.99943638321552,0.0005635764939979737,4.0290481913828976e-08
LOW,LOW,0.9965546034086116,0.0034442771814452784,1.1194099430102455e-06
LOW,LOW,0.9979656547386221,0.002034328408204072,1.685317386878803e-08
MODERATE,MODERATE,0.012879659893987233,0.9663823514505572,0.020737988655455522
LOW,LOW,0.9723423062759452,0.027648457670223014,9.236053831912722e-06
LOW,LOW,0.9935049478234285,0.006494747118331318,3.0505824019964765e-07
LOW,LOW,0.9946937519543855,0.0053054074257374625,8.406198772719666e-07
LOW,LOW,0.9981304234292345,0.0018689932481301655,5.833226353274934e-07
LOW,LOW,0.9787828317802477,0.021106728525536883,0.00011043969421534682
LOW,LOW,0.9989184388564587,0.0010812743621018953,2.8678143933606525e-07
LOW,LOW,0.9977557378034578,0.002243070077865549,1.19211867664854e-06
LOW,LOW,0.9978027948562685,0.0021932769528545818,3.9281908767894875e-06
LOW,LOW,0.9934280342024763,0.006567604219753266,4.361577770450042e-06
LOW,LOW,0.9787956176680207,0.021203672114355417,7.102176238758195e-07
MODERATE,MODERATE,0.050689601372471284,0.9458858718598845,0.003424526767644263
LOW,LOW,0.9816893166011517,0.018304165538645785,6.517860202559816e-06
LOW,LOW,0.889320495551746,0.11066740095248907,1.2103495764862869e-05
LOW,LOW,0.9972433169799162,0.0027497073699291894,6.975650154581971e-06
LOW,LOW,0.9148998608709246,0.08509861470837048,1.5244207050084568e-06
LOW,LOW,0.9961544096848327,0.0038406883871413334,4.901928025909391e-06
MODERATE,MODERATE,0.050973467728545614,0.9485844067186596,0.0004421255527945926
MODERATE,MODERATE,0.009612617885980893,0.9684645921209687,0.021922789993050307
MODERATE,MODERATE,0.04536851360940665,0.9510152561322487,0.0036162302583448544
MODERATE,MODERATE,0.022747969402759707,0.9735856478320029,0.003666382765237439
MODERATE,MODERATE,0.07039003898309135,0.8847053864899139,0.0449045745269947
MODERATE,MODERATE,0.021473964033314277,0.9754621613055827,0.0030638746611030025
MODERATE,MODERATE,0.00027103117540706325,0.9964246531025157,0.0033043157220773826
MODERATE,MODERATE,0.035834818201946936,0.9638895403395615,0.0002756414584914414
MODERATE,MODERATE,0.0024795914816259455,0.9917041735256112,0.005816234992762865
MODERATE,MODERATE,0.08370876889799517,0.910454969042307,0.005836262059697594
MODERATE,MODERATE,0.04612936901615189,0.9490727975634707,0.004797833420377391
MODERATE,MODERATE,0.016090766218627855,0.9576526712404008,0.026256562540971175
MODERATE,MODERATE,0.07037336042487265,0.9250984552881627,0.004528184286964698
MODERATE,MODERATE,0.07060763071360424,0.921335340632429,0.00805702865396693
MODERATE,MODERATE,0.046947922410470126,0.9127968184258969,0.04025525916363313
MODERATE,MODERATE,0.00016365259588974166,0.9968629709037565,0.0029733765003538775
MODERATE,MODERATE,0.07314038173525864,0.8813846823829043,0.04547493588183708
MODERATE,MODERATE,0.038898979173024824,0.9607876785272225,0.00031334229975282015
MODERATE,MODERATE,0.003923152043495403,0.9865193318378096,0.009557516118694993
MODERATE,MODERATE,0.00834924112105401,0.9750504162739391,0.0166003426050068
MODERATE,MODERATE,0.10092045829542858,0.8929891063423898,0.006090435362181773
MODERATE,MODERATE,0.0649163545931541,0.9278737748534518,0.007209870553394066
MODERATE,MODERATE,0.06991375127402703,0.9295339771841522,0.0005522715418207054
MODERATE,MODERATE,0.00876651040172661,0.9742154698436508,0.01701801975462264
HIGH,HIGH,3.335191623887729e-06,0.03896076826348458,0.9610358965448915
HIGH,HIGH,3.013334685822684e-06,0.01138909367536845,0.9886078929899457
HIGH,HIGH,1.4005587018426595e-06,0.06133474328033861,0.9386638561609595
MODERATE,MODERATE,0.00024918756085487106,0.9971141766322076,0.0026366358069375333
HIGH,HIGH,0.002326850081158828,0.06701953762307657,0.9306536122957647
HIGH,HIGH,0.0005947509827821614,0.02972225979831816,0.9696829892188996
HIGH,HIGH,0.0016350822603506234,0.04671149990244817,0.9516534178372011
HIGH,HIGH,3.3956769820809995e-05,0.032951284723126695,0.9670147585070524
HIGH,HIGH,1.6615013171901384e-05,0.010384146454195777,0.9895992385326323
HIGH,HIGH,5.3705248801449915e-09,0.0011038283599540837,0.998896166269521
HIGH,HIGH,4.218131995873195e-06,0.02333192178491522,0.9766638600830888
HIGH,HIGH,3.820220006588446e-06,0.006629690188454389,0.9933664895915391
HIGH,HIGH,0.0007720526672985398,0.026179749941071966,0.9730481973916294
HIGH,HIGH,0.0017100802455397195,0.0299623163211914,0.9683276034332688
MODERATE,MODERATE,0.04127932712743215,0.9584296644697652,0.0002910084028025848
HIGH,HIGH,0.00027264459342646774,0.03184156808204522,0.9678857873245283
HIGH,HIGH,0.0010981685605665535,0.013540067990336451,0.985361763449097
HIGH,HIGH,2.0077107077565118e-05,0.013102680876581892,0.9868772420163405
HIGH,HIGH,9.746566981454714e-06,0.007885765635765846,0.9921044877972527
HIGH,HIGH,7.013933648421378e-09,0.0011327088165009192,0.9988672841695655
HIGH,HIGH,3.0999700718225257e-06,0.04121060496685231,0.9587862950630759
HIGH,HIGH,2.3845129747540885e-06,0.00763649249322099,0.9923611229938043
HIGH,HIGH,0.0007123473778487693,0.02457675775956286,0.9747108948625883
HIGH,HIGH,0.00224543728286798,0.012874382290326917,0.984880180426805
HIGH,HIGH,0.0002560210655497009,0.026370261574895814,0.9733737173595545
HIGH,HIGH,2.05624952852846e-06,0.023892005574327916,0.9761059381761434
MODERATE,MODERATE,0.0028305574163888145,0.9898032096865849,0.007366232897026206
HIGH,HIGH,0.0013889629524153368,0.00657994859643839,0.9920310884511462
HIGH,HIGH,1.120211611232504e-05,0.010006335473801056,0.9899824624100866
HIGH,HIGH,0.0005302868167962371,0.0494546447373473,0.9500150684458565
LOW,LOW,0.8327675712998448,0.1671416145837759,9.081411637926656e-05
LOW,LOW,0.9269623930822886,0.07299736146731389,4.024545039754287e-05
MODERATE,MODERATE,0.3174229946632392,0.5808729838694789,0.10170402146728182
MODERATE,MODERATE,0.09196185540121458,0.9078724882708578,0.00016565632792757792
HIGH,HIGH,2.913550875738258e-06,0.04764770483145609,0.9523493816176681
HIGH,HIGH,1.56455718145691e-06,0.031715871578832815,0.9682825638639856
MODERATE,MODERATE,0.0011362792347237602,0.6219670266584172,0.376896694106859
MODERATE,MODERATE,0.07453353150283862,0.9192776111691285,0.006188857328032806
LOW,LOW,0.9100122413048456,0.08997153304001677,1.6225655137628793e-05
MODERATE,MODERATE,0.2858840215499319,0.459085461084025,0.25503051736604315
MODERATE,MODERATE,0.20468647419169614,0.7943335975155584,0.0009799282927455044
HIGH,HIGH,1.5439547140028416e-05,0.016109101443623017,0.983875459009237
HIGH,HIGH,5.852582552623402e-09,0.0013044070176659536,0.9986955871297514
MODERATE,MODERATE,0.046379856812487914,0.9104550450151772,0.04316509817233501
HIGH,HIGH,0.0035956594609467324,0.022571991305666745,0.9738323492333866
HIGH,HIGH,0.0004982171055918885,0.06415479025448757,0.9353469926399206
HIGH,HIGH,0.0013842009121123463,0.07999941937050681,0.9186163797173809
HIGH,HIGH,2.6604573116090828e-05,0.02354010707475644,0.9764332883521275
MODERATE,MODERATE,0.04311038983558827,0.9512624488556427,0.005627161308769035
MODERATE,MODERATE,0.0019328202014343879,0.9929690908447696,0.005098088953795994
MODERATE,MODERATE,0.087158316216244,0.906360648865522,0.0064810349182341034
MODERATE,MODERATE,0.07468630184470469,0.9168083152957965,0.008505382859498816
HIGH,HIGH,1.370752616411998e-06,0.041404776231318746,0.9585938530160649
MODERATE,MODERATE,0.0004793117953330666,0.9942633072060637,0.005257380998603145
HIGH,HIGH,8.038669269696163e-05,0.11684591782108386,0.8830736954862192
HIGH,HIGH,9.935733223521879e-05,0.10143216066194216,0.8984684820058226
MODERATE,MODERATE,0.12438273709114524,0.80553198741361,0.0700852754952449
LOW,LOW,0.8299797933353572,0.16993884522551694,8.13614391258881e-05
LOW,LOW,0.9269623930822886,0.07299736146731389,4.024545039754287e-05
MODERATE,MODERATE,0.01859042523121225,0.9553525379850675,0.02605703678372026
LOW,LOW,0.9198974547201522,0.0800790894593413,2.345582050642537e-05
LOW,LOW,0.6952920214208498,0.21634224187405143,0.0883657367050986
LOW,LOW,0.964034633989863,0.03567913127422779,0.00028623473590933923
LOW,LOW,0.6107179959001214,0.32520059365862825,0.06408141044125053
LOW,LOW,0.8784656679479794,0.12149687775862819,3.7454293392452495e-05
LOW,LOW,0.935414097379437,0.06456447557744587,2.1427043117155747e-05
LOW,LOW,0.9740309849902097,0.025937918824094106,3.1096185696247484e-05
LOW,LOW,0.9994174411304433,0.0005825155665055769,4.330305132979485e-08
LOW,LOW,0.9970932459490984,0.0029060694823817793,6.845685197143767e-07
LOW,LOW,0.9980861748280212,0.0019138143754029275,1.0796575758626396e-08
MODERATE,MODERATE,0.06614781473577315,0.9292612657684323,0.004590919495794456
LOW,LOW,0.9697259999992656,0.03026506644974532,8.933550989274569e-06
LOW,LOW,0.9935049478234285,0.006494747118331318,3.0505824019964765e-07
LOW,LOW,0.9953894008328362,0.004609735757162276,8.634100013643327e-07
LOW,LOW,0.9981646758731026,0.001834542168142034,7.819587552679429e-07
LOW,LOW,0.9780737896725974,0.0218138684992154,0.00011234182818724505
LOW,LOW,0.9990888344704417,0.000910918526042712,2.4700351543809234e-07
LOW,LOW,0.9984739152686716,0.0015250885812437085,9.961500847336371e-07
LOW,LOW,0.9978749976333009,0.0021203698199725824,4.632546726538104e-06
LOW,LOW,0.9943914915220539,0.005605213085834051,3.2953921121860732e-06
LOW,LOW,0.9787956176680207,0.021203672114355417,7.102176238758195e-07
MODERATE,MODERATE,0.07491706707683927,0.9182967593407688,0.00678617358239202
LOW,LOW,0.9875277871296508,0.012465423192755513,6.789677593777451e-06
LOW,LOW,0.8805061151415564,0.11948543079281654,8.45406562702139e-06
LOW,LOW,0.9971704397934901,0.002823769773898724,5.790432611220097e-06
LOW,LOW,0.9148998608709246,0.08509861470837048,1.5244207050084568e-06
LOW,LOW,0.9964063827428632,0.0035881629542074307,5.454302929337638e-06
MODERATE,MODERATE,0.058509853976559716,0.9410893168130875,0.0004008292103529536
MODERATE,MODERATE,0.013170867967749527,0.9639882286077992,0.022840903424451435
MODERATE,MODERATE,0.04741520080532931,0.9491344150639958,0.0034503841306748246
MODERATE,MODERATE,0.02347354437681434,0.9729260862407989,0.0036003693823868743
MODERATE,MODERATE,0.0748436777877745,0.8800978905281378,0.045058431684087595
MODERATE,MODERATE,0.05119248977761362,0.9131057199568255,0.03570179026556071
MODERATE,MODERATE,0.0002515387778783535,0.9963899855882677,0.0033584756338539408
MODERATE,MODERATE,0.04127932712743215,0.9584296644697652,0.0002910084028025848
MODERATE,MODERATE,0.0024795914816259455,0.9917041735256112,0.005816234992762865
MODERATE,MODERATE,0.08370876889799517,0.910454969042307,0.005836262059697594
MODERATE,MODERATE,0.040937570168716124,0.9542767076038067,0.00478572222747705
MODERATE,MODERATE,0.0202700506612038,0.95354854377555,0.026181405563246225
MODERATE,MODERATE,0.0783213530829404,0.9170062388769168,0.004672408040142819
MODERATE,MODERATE,0.07491706707683927,0.9182967593407688,0.00678617358239202
MODERATE,MODERATE,0.057148234724184545,0.9008519585353382,0.041999806740477326
MODERATE,MODERATE,0.00016107740618690437,0.9973699206093667,0.002469001984446287
MODERATE,MODERATE,0.00019291823744060292,0.9974916915733826,0.002315390189176782
MODERATE,MODERATE,0.038898979173024824,0.9607876785272225,0.00031334229975282015
MODERATE,MODERATE,0.00397455160544129,0.9876871721627942,0.008338276231764528
MODERATE,MODERATE,0.00834924112105401,0.9750504162739391,0.0166003426050068
MODERATE,MODERATE,0.094628401726248,0.8990881967310524,0.006283401542699563
MODERATE,MODERATE,0.0649163545931541,0.9278737748534518,0.007209870553394066
MODERATE,MODERATE,0.0839982048567258,0.9154894972527711,0.0005122978905031995
MODERATE,MODERATE,0.00876651040172661,0.9742154698436508,0.01701801975462264
HIGH,HIGH,3.0999700718225257e-06,0.04121060496685231,0.9587862950630759
HIGH,HIGH,3.19028469629362e-06,0.008708548132334354,0.9912882615829692
HIGH,HIGH,1.1383259638494038e-06,0.06458635481766663,0.9354125068563696
MODERATE,MODERATE,0.040413196526990824,0.9592758242760169,0.00031097919699232297
HIGH,HIGH,0.0023919862362507846,0.06676839953333785,0.9308396142304113
HIGH,HIGH,0.0005948817373480255,0.034786000605166095,0.964619117657486
HIGH,HIGH,0.0016350822603506234,0.04671149990244817,0.9516534178372011
HIGH,HIGH,4.3533142829853066e-05,0.032389310712590214,0.9675671561445799
HIGH,HIGH,1.6615013171901384e-05,0.010384146454195777,0.9895992385326323
HIGH,HIGH,5.3705248801449915e-09,0.0011038283599540837,0.998896166269521
HIGH,HIGH,4.739335971704344e-06,0.021084240473742858,0.9789110201902854
HIGH,HIGH,3.875717627047236e-06,0.005500176375745273,0.9944959479066277
HIGH,HIGH,0.0007720526672985398,0.026179749941071966,0.9730481973916294
HIGH,HIGH,0.0016739901444947406,0.02631878165123829,0.9720072282042669
MODERATE,MODERATE,0.00397455160544129,0.9876871721627942,0.008338276231764528
HIGH,HIGH,0.00024866947708392665,0.028121971571390816,0.9716293589515251
HIGH,HIGH,0.0010981685605665535,0.013540067990336451,0.985361763449097
HIGH,HIGH,2.2089933150015234e-05,0.013809453823079127,0.9861684562437708
HIGH,HIGH,9.95541002748888e-06,0.0069801382416440185,0.9930099063483286
HIGH,HIGH,7.013933648421378e-09,0.0011327088165009192,0.9988672841695655
HIGH,HIGH,4.078782312072466e-06,0.04094177938680613,0.9590541418308819
HIGH,HIGH,2.4264279384755434e-06,0.008290111491769064,0.9917074620802924
HIGH,HIGH,0.0006881656360687101,0.023796579372308828,0.9755152549916224
HIGH,HIGH,0.0035899101297492304,0.00971828909590439,0.9866918007743463
HIGH,HIGH,0.0002825229963086698,0.029522992066646058,0.9701944849370453
MODERATE,MODERATE,0.0013491014230978563,0.6236703438794815,0.37498055469742075
MODERATE,MODERATE,0.00834924112105401,0.9750504162739391,0.0166003426050068
HIGH,HIGH,0.0012007872119820448,0.006251800871923727,0.9925474119160941
HIGH,HIGH,1.066374356402258e-05,0.01119709020235014,0.9887922460540859
HIGH,HIGH,0.0005302868167962371,0.0494546447373473,0.9500150684458565
LOW,LOW,0.8154185945168261,0.184491755055714,8.965042746004552e-05
LOW,LOW,0.9292616046991272,0.07069425173291986,4.414356795303263e-05
MODERATE,MODERATE,0.2579707273979726,0.649736241884936,0.09229303071709137
MODERATE,MODERATE,0.09581728220548268,0.9039977575589853,0.00018496023553196645
HIGH,HIGH,3.7904890348806587e-06,0.04752404655080837,0.9524721629601568
HIGH,HIGH,1.838932508241095e-06,0.027446400189004048,0.9725517608784876
MODERATE,MODERATE,0.0015100919971549993,0.6467002449643586,0.35178966303848624
MODERATE,MODERATE,0.09583833363829944,0.8972242468963554,0.0069374194653452894
LOW,LOW,0.9082855564456445,0.09169498899693113,1.9454557424454587e-05
MODERATE,MODERATE,0.2982781562545827,0.455271331701675,0.2464505120437423
MODERATE,MODERATE,0.17572212729945552,0.8234787980597803,0.0007990746407643343
HIGH,HIGH,1.4864199078667834e-05,0.01414273739430607,0.9858423984066154
HIGH,HIGH,5.852582552623402e-09,0.0013044070176659536,0.9986955871297514
MODERATE,MODERATE,0.05397450596768434,0.894848983489782,0.051176510542533596
HIGH,HIGH,0.0041820513178709995,0.01695908598558473,0.9788588626965443
HIGH,HIGH,0.0004683675751480345,0.059786514589971904,0.9397451178348801
HIGH,HIGH,0.0012744174971178884,0.09536505898250204,0.9033605235203801
HIGH,HIGH,3.8449461643872025e-05,0.024160079152290136,0.9758014713860659
MODERATE,MODERATE,0.06767910603516841,0.9250060657452486,0.007314828219582854
MODERATE,MODERATE,0.002462964700698179,0.9908590875827454,0.006677947716556442
MODERATE,MODERATE,0.09278834143711175,0.9014567719725077,0.0057548865903804345
MODERATE,MODERATE,0.08558903597076441,0.9051557227280984,0.009255241301137076
HIGH,HIGH,1.7147388619321177e-06,0.04153348610989483,0.9584647991512434
MODERATE,MODERATE,0.0003970817359551026,0.9952387177092797,0.004364200554765128
HIGH,HIGH,6.222273151537399e-05,0.11182924396436646,0.8881085333041183
HIGH,HIGH,0.00011353948446334458,0.13244253485422727,0.8674439256613095
MODERATE,MODERATE,0.10101290034188413,0.8386255319167898,0.06036156774132612
LOW,LOW,0.8154185945168261,0.184491755055714,8.965042746004552e-05
LOW,LOW,0.9249569291086917,0.0750066104083276,3.646048298082078e-05
MODERATE,MODERATE,0.07083386795548825,0.9287201680053238,0.0004459640391880596
LOW,LOW,0.918261855034849,0.08171906061754565,1.9084347605458773e-05
LOW,LOW,0.6946750637078044,0.21855829796777754,0.08676663832441814
LOW,LOW,0.964034633989863,0.03567913127422779,0.00028623473590933923
LOW,LOW,0.5322715322403699,0.3875371220663429,0.08019134569328726
LOW,LOW,0.8784656679479794,0.12149687775862819,3.7454293392452495e-05
LOW,LOW,0.935414097379437,0.06456447557744587,2.1427043117155747e-05
LOW,LOW,0.9740309849902097,0.025937918824094106,3.1096185696247484e-05
LOW,LOW,0.99925458098371,0.0007453805991265529,3.8417163293920434e-08
LOW,LOW,0.9965546034086116,0.0034442771814452784,1.1194099430102455e-06
LOW,LOW,0.9981084274623326,0.0018915564150920822,1.612257530941677e-08
MODERATE,MODERATE,0.009819957279428367,0.9725123057178208,0.01766773700275083
LOW,LOW,0.9742327066199431,0.02576000066693576,7.292713121063108e-06
LOW,LOW,0.9935049478234285,0.006494747118331318,3.0505824019964765e-07
LOW,LOW,0.9953894008328362,0.004609735757162276,8.634100013643327e-07
LOW,LOW,0.9981646758731026,0.001834542168142034,7.819587552679429e-07
LOW,LOW,0.982169213242574,0.01771011718832756,0.00012066956909847664
LOW,LOW,0.9990888344704417,0.000910918526042712,2.4700351543809234e-07
LOW,LOW,0.9984739152686716,0.0015250885812437085,9.961500847336371e-07
LOW,LOW,0.9978308909659063,0.0021653948767305854,3.714157363159782e-06
LOW,LOW,0.9945736957261775,0.005423110661665952,3.1936121565285853e-06
LOW,LOW,0.9867518181072791,0.013247211974793281,9.69917927716557e-07
HIGH,HIGH,3.335191623887729e-06,0.03896076826348458,0.9610358965448915
LOW,LOW,0.9875277871296508,0.012465423192755513,6.789677593777451e-06
